name,avg_func_loc,cyclomatic,cyclomaticDensity,dependencies,hal_bugs,hal_difficulty,hal_distinct_operands,hal_distinct_operators,hal_effort,hal_length,hal_time,hal_total_operands,hal_total_operators,hal_vocabulary,hal_volume,line,logical_loc,params,physical_loc
shims/ReactComponentTreeHookUMDShim.js,3.0,1,33.3333333333,0,0.0155023311095,1.71428571429,7,3,79.7262742773,14,4.42923745985,8,6,10,46.5069933284,14,3,0,5
shims/ReactCurrentOwnerUMDShim.js,3.0,1,33.3333333333,0,0.0155023311095,1.71428571429,7,3,79.7262742773,14,4.42923745985,8,6,10,46.5069933284,14,3,0,5
shims/ReactUMDShim.js,2.0,1,50.0,0,0.00516992500144,1.0,4,2,15.5097750043,6,0.861654166907,4,2,6,15.5097750043,14,2,0,3
app/initialize.js,9.0,1,11.1111111111,3,0.0924783311272,3.96,25,6,1098.64257379,56,61.035698544,33,23,31,277.434993382,1,9,0,16
utils/git.js,2.0,6,13.0434782609,0,0.35364215689,28.9032258065,31,16,30664.1973458,191,1703.56651921,112,79,47,1060.92647067,1,46,25,93
utils/npm.js,2.0,1,5.0,1,0.207371317129,9.05405405405,37,10,5632.65334365,112,312.925185758,67,45,47,622.113951388,1,20,8,49
third_party/WebComponents.js,6.38387484958,929,17.0458715596,0,108.917985952,209.2776927,1959,50,68382314.3807,29780,3799017.46559,16399,13381,2009,326753.957855,12,5450,940,6368
element/ReactDOMFactories.js,140.0,2,1.42857142857,2,1.88956071234,5.26268115942,276,7,29832.4666812,696,1657.35926007,415,281,283,5668.68213701,12,140,0,159
element/ReactElement.js,11.9166666667,44,26.3473053892,4,2.11411581682,63.3663366337,101,25,401891.323594,909,22327.2957552,512,397,126,6342.34745046,12,167,23,375
class/ReactBaseClasses.js,2.28571428571,8,17.7777777778,5,0.583831657947,20.171641791,67,17,35330.5292111,274,1962.8071784,159,115,84,1751.49497384,12,45,11,142
class/ReactNoopUpdateQueue.js,1.4,4,25.0,1,0.165364400965,11.8,30,12,5853.89979417,92,325.216655232,59,33,42,496.093202896,12,16,14,89
lib/ReactDOM.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/ReactDOMServer.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/ReactInstanceMap.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/ReactPerf.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/ReactTestUtils.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/getVendorPrefixedEventName.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/ReactComponentTreeHook.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/ReactCurrentOwner.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/ReactDebugCurrentFrame.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
lib/checkPropTypes.js,2.0,1,50.0,1,0.008,1.5,5,3,36.0,8,2.0,5,3,8,24.0,7,2,0,3
__mocks__/ReactDOM.js,4.0,2,50.0,2,0.0351620153605,3.75,10,5,395.572672805,27,21.9762596003,15,12,15,105.486046081,10,4,0,8
shared/ARIADOMPropertyConfig.js,54.0,1,1.85185185185,0,0.331450261278,4.73684210526,57,5,4710.08266027,167,261.671258904,108,59,62,994.350783835,12,54,0,63
shared/CSSProperty.js,1.0,1,1.13636363636,0,0.715402208335,10.2604166667,96,10,22020.9742253,319,1223.38745696,197,122,106,2146.20662501,12,88,4,136
shared/CSSPropertyOperations.js,7.77777777778,26,24.0740740741,9,1.23863571348,34.8556701031,97,23,129520.433421,538,7195.57963449,294,244,120,3715.90714044,12,108,20,232
shared/DOMNamespaces.js,6.0,1,16.6666666667,0,0.0266666666667,2.72727272727,11,5,218.181818182,20,12.1212121212,12,8,16,80.0,12,6,0,9
shared/DOMProperty.js,15.0,16,23.5294117647,1,0.840388901905,30.6533333333,75,22,77282.1634192,382,4293.45352329,209,173,97,2521.16670572,12,68,4,215
shared/DOMPropertyOperations.js,8.83333333333,38,29.4573643411,5,1.52916923721,42.9817073171,82,19,197178.913775,689,10954.3840986,371,318,101,4587.50771162,12,129,21,242
shared/HTMLDOMPropertyConfig.js,162.0,1,0.617283950617,1,1.36176471405,8.92285714286,175,9,36452.4960169,543,2025.1386676,347,196,184,4085.29414214,12,162,0,207
shared/ReactBrowserEventEmitter.js,7.5,28,16.6666666667,5,2.11844276649,21.1467889908,218,20,134394.786516,805,7466.37702868,461,344,238,6355.32829946,12,168,13,400
shared/ReactDOMComponentFlags.js,4.0,1,25.0,0,0.0203058929176,3.375,8,6,205.597165791,16,11.4220647662,9,7,14,60.9176787529,12,4,0,7
shared/ReactDOMComponentTree.js,5.90909090909,24,24.7422680412,4,1.08516317766,39.2792207792,77,23,127873.092111,490,7104.06067282,263,227,100,3255.48953299,12,97,16,233
shared/ReactDOMFeatureFlags.js,5.0,1,20.0,0,0.021575011225,2.77777777778,9,5,179.791760208,17,9.98843112268,10,7,14,64.725033675,12,5,0,8
shared/ReactDOMInjection.js,15.0,2,5.71428571429,15,0.339538362628,9.5,45,9,9676.84333489,177,537.602407494,95,82,54,1018.61508788,12,35,0,59
shared/ReactDOMSelection.js,16.0,16,17.0212765957,3,1.27489276718,37.3493975904,83,20,142849.43054,572,7936.07947443,310,262,103,3824.67830155,12,94,10,216
shared/ReactEventListener.js,4.58333333333,13,15.4761904762,8,1.00223142531,31.8352941176,85,22,95718.9965962,446,5317.72203312,246,200,107,3006.69427593,12,84,17,193
shared/ReactInputSelection.js,10.0,16,21.9178082192,4,1.00297507908,37.6602564103,78,25,113316.895953,450,6295.38310853,235,215,103,3008.92523723,12,73,6,146
shared/SVGDOMPropertyConfig.js,260.0,1,0.384615384615,0,2.355032267,3.9504950495,404,6,27910.6299366,814,1550.59055203,532,282,410,7065.096801,12,260,0,291
shared/createMicrosoftUnsafeLocalFunction.js,2.0,2,22.2222222222,0,0.0672461166772,10.5769230769,13,11,2133.77100995,44,118.542833886,25,19,24,201.738350032,14,9,5,18
shared/dangerousStyleValue.js,6.0,5,45.4545454545,1,0.124812553412,13.875,20,15,5195.32253579,73,288.629029766,37,36,35,374.437660237,12,11,3,41
shared/escapeTextContentForBrowser.js,17.5,12,30.0,0,0.295533094051,26.7205882353,34,23,23690.4543481,152,1316.13635267,79,73,57,886.599282153,37,40,2,84
shared/quoteAttributeValueForBrowser.js,1.0,1,20.0,1,0.0306666666667,5.05555555556,9,7,465.111111111,23,25.8395061728,13,10,16,92.0,12,5,1,15
shared/renderSubtreeIntoContainer.js,3.0,1,33.3333333333,1,0.0161440142203,2.28571428571,7,4,110.701811796,14,6.15010065536,8,6,11,48.4320426609,12,3,0,5
shared/setInnerHTML.js,9.5,10,29.4117647059,3,0.404,15.12,50,14,18325.44,202,1018.08,108,94,64,1212.0,12,34,4,90
shared/setTextContent.js,5.0,6,31.5789473684,3,0.169266339559,12.1458333333,24,11,6167.64224769,99,342.646791538,53,46,35,507.799018678,12,19,4,41
shared/validateDOMNesting.js,28.2857142857,139,60.9649122807,4,3.17480830728,49.3432835821,201,29,469966.399875,1214,26109.2444375,684,530,230,9524.42492185,12,228,19,462
__mocks__/ReactNative.js,3.0,2,66.6666666667,3,0.0266514844544,3.33333333333,9,5,266.514844544,21,14.8063802524,12,9,14,79.9544533632,10,3,0,7
__tests__/ReactNativeAttributePayload-test.js,5.0,1,20.0,2,0.0262897250053,3.0,8,4,236.607525048,22,13.1448625026,12,10,12,78.8691750159,10,5,0,232
__tests__/ReactDebugTool-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,74
fiber/ReactFiberInstrumentation.js,4.0,1,25.0,0,0.0167298250034,2.85714285714,7,5,143.398500029,14,7.96658333494,8,6,12,50.1894750101,13,4,0,11
shared/ReactInstanceMap.js,1.0,1,9.09090909091,0,0.0761335019948,9.23076923077,13,8,2108.31236293,52,117.128464607,30,22,21,228.400505984,12,11,5,36
shared/ReactTreeTraversal.js,9.83333333333,23,31.5068493151,1,0.715083018644,51.3913043478,46,24,110247.147135,350,6124.84150751,197,153,70,2145.24905593,12,73,14,135
shared/shouldUpdateReactComponent.js,10.0,8,61.5384615385,0,0.136208389458,13.9117647059,17,11,5684.69719533,85,315.816510852,43,42,28,408.625168375,12,13,2,34
utils/ReactFeatureFlags.js,6.0,1,16.6666666667,0,0.0260459373041,3.0,10,5,234.413435737,20,13.022968652,12,8,15,78.1378119122,13,6,0,12
__tests__/KeyEscapeUtils-test.js,3.0,1,33.3333333333,0,0.00516992500144,1.0,4,2,15.5097750043,6,0.861654166907,4,2,6,15.5097750043,12,3,0,27
__tests__/PooledClass-test.js,4.0,1,25.0,0,0.00748627979215,1.0,5,2,22.4588393765,8,1.24771329869,5,3,7,22.4588393765,12,4,0,116
__tests__/reactProdInvariant-test.js,3.0,1,33.3333333333,0,0.00516992500144,1.0,4,2,15.5097750043,6,0.861654166907,4,2,6,15.5097750043,11,3,0,39
__tests__/ReactClassEquivalence-test.js,8.5,7,30.4347826087,2,0.395633731355,16.9811320755,53,18,20154.9259369,193,1119.71810761,100,93,71,1186.90119406,12,23,3,65
__tests__/CSSProperty-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,20
__tests__/DOMPropertyOperations-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,446
__tests__/escapeTextContentForBrowser-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,37
__tests__/quoteAttributeValueForBrowser-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,37
__tests__/validateDOMNesting-test.js,7.0,3,23.0769230769,0,0.365741165274,6.73043478261,115,12,7384.79118058,157,410.266176699,129,28,127,1097.22349582,12,13,1,78
eventPlugins/ChangeEventPlugin.js,4.44444444444,32,25.0,11,1.3581343908,27.247706422,109,18,111018.141486,583,6167.67452701,330,253,127,4074.40317239,12,128,31,347
eventPlugins/DOMEventPluginOrder.js,3.0,1,33.3333333333,0,0.024,2.16666666667,12,4,156.0,18,8.66666666667,13,5,16,72.0,12,3,0,22
eventPlugins/EnterLeaveEventPlugin.js,36.0,13,25.4901960784,3,0.541784192871,25.1666666667,51,17,40904.7065618,267,2272.48369788,151,116,68,1625.35257861,12,51,4,115
eventPlugins/FallbackCompositionState.js,6.75,8,21.6216216216,2,0.402469410977,27.25,38,19,32901.8743474,207,1827.88190819,109,98,57,1207.40823293,12,37,1,82
eventPlugins/SelectEventPlugin.js,20.3333333333,25,28.0898876404,9,0.978476167711,27.1494845361,97,23,79695.3707526,425,4427.52059737,229,196,120,2935.42850313,12,89,7,210
hooks/ReactDOMInvalidARIAHook.js,6.0,14,26.9230769231,4,0.66700054339,35.4920634921,63,26,71019.6769057,309,3945.53760587,172,137,89,2001.00163017,12,52,14,118
hooks/ReactDOMNullInputValuePropHook.js,3.25,6,24.0,3,0.298323011916,20.8857142857,35,17,18692.0675752,157,1038.44819862,86,71,52,894.969035748,12,25,8,54
hooks/ReactDOMUnknownPropertyHook.js,7.0,20,28.1690140845,5,0.901805442081,33.0,76,22,89278.738766,409,4959.92993145,228,181,98,2705.41632624,12,71,14,153
syntheticEvents/SyntheticAnimationEvent.js,1.0,1,10.0,1,0.0769176787529,6.2,20,8,1430.6688248,48,79.481601378,31,17,28,230.753036259,12,10,4,36
syntheticEvents/SyntheticClipboardEvent.js,1.0,2,22.2222222222,1,0.0899596609195,8.5,20,10,2293.97135345,55,127.442852969,34,21,30,269.878982758,12,9,5,31
syntheticEvents/SyntheticCompositionEvent.js,1.0,1,12.5,1,0.065806156054,6.0,18,8,1184.51080897,42,65.806156054,27,15,26,197.418468162,12,8,4,33
syntheticEvents/SyntheticDragEvent.js,1.0,1,12.5,1,0.065806156054,6.0,18,8,1184.51080897,42,65.806156054,27,15,26,197.418468162,12,8,4,25
syntheticEvents/SyntheticFocusEvent.js,1.0,1,12.5,1,0.065806156054,6.0,18,8,1184.51080897,42,65.806156054,27,15,26,197.418468162,12,8,4,25
syntheticEvents/SyntheticInputEvent.js,1.0,1,12.5,1,0.065806156054,6.0,18,8,1184.51080897,42,65.806156054,27,15,26,197.418468162,12,8,4,34
syntheticEvents/SyntheticKeyboardEvent.js,3.0,7,21.2121212121,4,0.298323011916,12.0731707317,41,11,10805.1139682,157,600.284109343,90,67,52,894.969035748,12,33,7,73
syntheticEvents/SyntheticMouseEvent.js,1.6,8,26.6666666667,3,0.345343386002,14.875,48,14,15410.9486004,174,856.163811131,102,72,62,1036.03015801,12,30,8,69
syntheticEvents/SyntheticTouchEvent.js,1.0,1,6.25,2,0.11797350939,6.51851851852,27,8,2307.03751695,69,128.168750942,44,25,35,353.920528169,12,16,4,34
syntheticEvents/SyntheticTransitionEvent.js,1.0,1,10.0,1,0.0769176787529,6.2,20,8,1430.6688248,48,79.481601378,31,17,28,230.753036259,12,10,4,36
syntheticEvents/SyntheticUIEvent.js,4.0,6,28.5714285714,2,0.180945555226,12.2142857143,28,12,6630.36213079,102,368.35345171,57,45,40,542.836665679,12,21,6,48
syntheticEvents/SyntheticWheelEvent.js,1.0,6,46.1538461538,1,0.17435159667,10.1129032258,31,11,5289.60247316,97,293.866804064,57,40,42,523.05479001,12,13,6,47
utils/AutoFocusUtils.js,1.0,1,14.2857142857,2,0.0489818517421,4.84615384615,13,7,712.120767635,34,39.5622648686,18,16,20,146.945555226,12,7,0,13
utils/ViewportMetrics.js,2.0,1,12.5,0,0.0500391000173,5.25,12,6,788.115825273,36,43.7842125151,21,15,18,150.117300052,12,8,1,16
utils/getEventCharCode.js,11.0,5,35.7142857143,0,0.0799162612237,15.8181818182,11,12,3792.3898508,53,210.688325044,29,24,23,239.748783671,12,14,1,38
utils/getEventKey.js,10.0,9,14.0625,1,0.544283907999,8.60648148148,108,13,14053.1081246,236,780.728229144,143,93,121,1632.851724,12,64,1,91
utils/getEventModifierState.js,3.5,3,18.75,0,0.110976670626,9.0,22,11,2996.3701069,66,166.465005939,36,30,33,332.930011878,12,16,2,32
utils/getEventTarget.js,4.0,5,71.4285714286,0,0.0600283381113,8.625,12,9,1553.23324863,41,86.290736035,23,18,21,180.085014334,12,7,1,23
utils/getNodeForCharacterOffset.js,6.33333333333,7,29.1666666667,0,0.179224066717,23.2,20,16,12473.9950435,104,692.999724638,58,46,36,537.67220015,12,24,4,62
utils/getTextContentAccessor.js,3.0,3,37.5,1,0.0572742263406,7.85714285714,14,11,1350.03533517,37,75.001963065,20,17,25,171.822679022,12,8,0,24
utils/getVendorPrefixedEventName.js,9.0,7,18.4210526316,1,0.41282427752,18.7826086957,46,16,23261.7505942,208,1292.31947745,108,100,62,1238.47283256,12,38,3,91
utils/isEventSupported.js,11.0,6,33.3333333333,1,0.212351653058,15.25,30,15,9715.08812741,116,539.727118189,61,55,45,637.054959174,12,18,2,52
client/DOMChildrenOperations.js,10.8,28,21.2121212121,7,1.40447228883,41.1494252874,87,20,173379.682553,625,9632.20458625,358,267,107,4213.4168665,12,132,28,240
client/DOMLazyTree.js,5.125,13,20.6349206349,4,0.739595216537,35.0166666667,60,22,77694.4774972,349,4316.35986096,191,158,82,2218.78564961,12,63,13,121
client/Danger.js,8.0,2,11.7647058824,5,0.199416252039,10.3648648649,37,13,6200.76751272,106,344.48708404,59,47,50,598.248756116,12,17,2,47
client/ReactComponentBrowserEnvironment.js,7.0,1,14.2857142857,2,0.0475412090438,3.85714285714,14,6,550.119704649,33,30.5622058138,18,15,20,142.623627131,12,7,0,21
client/ReactDOMComponent.js,19.1538461538,188,30.2737520129,24,9.45877736114,77.1926713948,423,37,2190444.87791,3208,121691.382106,1765,1443,460,28376.3320834,14,621,41,1195
client/ReactDOMContainerInfo.js,10.0,7,46.6666666667,1,0.156109890783,9.86206896552,29,11,4618.69952731,88,256.594418184,52,36,40,468.32967235,12,15,2,25
client/ReactDOMEmptyComponent.js,4.2,3,9.67741935484,2,0.317662724666,11.3617021277,47,12,10827.5677641,162,601.531542452,89,73,59,952.988173997,12,31,5,54
client/ReactDOMIDOperations.js,2.0,1,12.5,2,0.0648377213702,5.25,16,7,1021.19411158,43,56.7330061989,24,19,23,194.51316411,12,8,2,23
client/ReactDOMStackInjection.js,4.66666666667,3,9.09090909091,14,0.365190707037,10.568627451,51,11,11578.6935937,184,643.260755206,98,86,62,1095.57212111,12,33,2,66
client/ReactDOMTextComponent.js,12.8,14,17.9487179487,6,0.967501674586,29.1463414634,82,20,84597.4025217,435,4699.85569565,239,196,102,2902.50502376,12,78,7,169
client/ReactMount.js,7.04,55,23.3050847458,22,4.2713257268,43.0437062937,286,29,551561.070207,1544,30642.2816782,849,695,315,12813.9771804,12,236,50,756
client/ReactReconcileTransaction.js,1.54545454545,2,4.0,7,0.519224578826,11.5254237288,59,10,17952.8498442,255,997.380546898,136,119,69,1557.67373648,12,50,3,171
server/ReactMarkupChecksum.js,4.5,2,11.1111111111,1,0.177946474952,11.8793103448,29,13,6341.64420216,99,352.313566787,53,46,42,533.839424855,12,18,3,45
server/ReactServerBatchingStrategy.js,0.0,1,20.0,0,0.0247436404389,3.66666666667,9,6,272.180044827,19,15.1211136015,11,8,15,74.2309213166,12,5,1,11
server/ReactServerRendering.js,4.75,3,7.89473684211,11,0.400944809917,11.0,55,11,13231.1787273,199,735.065484849,110,89,66,1202.83442975,11,38,4,96
server/ReactServerRenderingTransaction.js,0.875,2,6.66666666667,4,0.267920666753,10.0609756098,41,11,8086.62988064,141,449.257215591,75,66,52,803.762000258,12,30,1,86
event/EventPluginHub.js,6.66666666667,28,34.1463414634,6,0.857303347805,27.4127906977,86,23,70503.2317134,380,3916.8462063,205,175,109,2571.91004342,12,82,16,231
event/EventPluginUtils.js,4.78571428571,27,27.2727272727,3,1.08943484666,38.75,72,20,126646.800924,501,7035.93338469,279,222,92,3268.30453998,12,99,18,216
event/ReactControlledComponent.js,7.25,8,18.6046511628,2,0.372134107523,24.75,40,20,27630.9574836,189,1535.05319353,99,90,60,1116.40232257,12,43,3,88
event/ReactEventEmitterMixin.js,2.0,1,10.0,1,0.0814742884478,5.89473684211,19,7,1440.80846939,52,80.0449149662,32,20,26,244.422865343,12,10,5,31
event/ReactGenericBatching.js,1.57142857143,2,7.69230769231,1,0.201432196804,11.5714285714,28,9,6992.57483192,116,388.476379551,72,44,37,604.296590413,12,26,16,65
event/SyntheticEvent.js,6.6,25,18.7969924812,3,1.69445854524,47.3846153846,117,28,240873.799355,708,13381.8777419,396,312,145,5083.37563573,12,133,20,292
reconciler/ReactChildReconciler.js,12.5,15,22.3880597015,9,0.852412095591,30.9722222222,72,20,79203.2905487,392,4400.18280826,223,169,92,2557.23628677,12,67,20,208
reconciler/ReactDefaultBatchingStrategy.js,2.25,2,7.14285714286,3,0.273621106471,12.45,40,12,10219.7483267,144,567.763795927,83,61,52,820.863319412,12,28,6,59
reconciler/ReactEmptyComponent.js,1.0,1,10.0,0,0.0576257079318,7.33333333333,12,8,1267.7655745,40,70.4314208056,22,18,20,172.877123795,12,10,2,19
reconciler/ReactHostComponent.js,1.2,1,4.54545454545,1,0.145840601449,10.4166666667,24,10,4557.51879529,86,253.195488627,50,36,34,437.521804348,12,22,5,59
reconciler/ReactReconciler.js,7.5,23,40.350877193,3,0.760031094101,31.2592592593,54,16,71274.0270468,372,3959.66816927,211,161,70,2280.0932823,12,57,17,210
reconciler/ReactSimpleEmptyComponent.js,1.2,1,6.66666666667,1,0.168884216714,8.57142857143,28,8,4342.73700121,98,241.263166734,60,38,36,506.652650141,12,15,9,42
reconciler/ReactUpdates.js,3.53333333333,9,10.1123595506,5,1.09228894884,30.82,100,23,100993.03621,472,5610.72423388,268,204,123,3276.86684652,12,89,15,231
reconciler/getHostComponentFromComposite.js,8.0,4,33.3333333333,1,0.0789455552262,9.0,15,10,2131.52999111,51,118.418332839,27,24,25,236.836665679,12,12,1,19
__tests__/ReactErrorUtils-test.js,3.0,1,33.3333333333,0,0.00516992500144,1.0,4,2,15.5097750043,6,0.861654166907,4,2,6,15.5097750043,12,3,0,124
__tests__/accumulateInto-test.js,3.0,1,33.3333333333,0,0.00516992500144,1.0,4,2,15.5097750043,6,0.861654166907,4,2,6,15.5097750043,12,3,0,41
__tests__/adler32-test.js,3.0,1,33.3333333333,1,0.01,1.8,5,3,54.0,10,3.0,6,4,8,30.0,12,3,0,30
__tests__/FallbackCompositionState-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,81
__tests__/SyntheticClipboardEvent-test.js,3.0,1,33.3333333333,0,0.00516992500144,1.0,4,2,15.5097750043,6,0.861654166907,4,2,6,15.5097750043,12,3,0,63
__tests__/SyntheticKeyboardEvent-test.js,4.0,1,25.0,0,0.00748627979215,1.0,5,2,22.4588393765,8,1.24771329869,5,3,7,22.4588393765,12,4,0,112
__tests__/SyntheticWheelEvent-test.js,3.0,1,33.3333333333,0,0.00516992500144,1.0,4,2,15.5097750043,6,0.861654166907,4,2,6,15.5097750043,12,3,0,60
__tests__/getEventCharCode-test.js,3.0,1,33.3333333333,1,0.01,1.8,5,3,54.0,10,3.0,6,4,8,30.0,12,3,0,78
__tests__/getEventKey-test.js,3.0,1,33.3333333333,1,0.01,1.8,5,3,54.0,10,3.0,6,4,8,30.0,12,3,0,69
__tests__/getNodeForCharacterOffset-test.js,2.5,2,18.1818181818,2,0.0993520017225,5.83333333333,21,7,1738.66003014,62,96.5922238969,35,27,28,298.056005168,12,11,4,63
__tests__/setInnerHTML-test.js,4.0,1,25.0,2,0.0177169498394,1.92857142857,7,3,102.505209785,16,5.69473387695,9,7,10,53.1508495182,12,4,0,33
__tests__/ReactDOMIframe-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,26
wrappers/ReactDOMInput.js,14.4285714286,44,36.6666666667,5,1.86006389952,53.2,110,28,296866.198364,785,16492.5665758,418,367,138,5580.19169857,12,120,10,301
wrappers/ReactDOMOption.js,10.2,17,26.9841269841,4,0.677585646815,32.0491803279,61,23,65148.193747,318,3619.34409706,170,148,84,2032.75694044,12,63,8,117
wrappers/ReactDOMSelect.js,8.625,24,28.2352941176,3,1.15236843763,46.1666666667,72,24,159603.028611,525,8866.83492285,277,248,96,3457.10531288,12,85,13,189
wrappers/ReactDOMTextarea.js,9.6,15,24.5901639344,4,0.74383358454,27.140625,64,18,60564.3251412,351,3364.68473007,193,158,82,2231.50075362,12,61,7,162
__tests__/EventPluginRegistry-test.js,2.0,1,50.0,0,0.00266666666667,0.5,3,1,4.0,4,0.222222222222,3,1,4,8.0,12,2,0,253
eventPlugins/ResponderEventPlugin.js,11.875,34,21.5189873418,6,2.18041194678,45.893129771,131,24,300197.785283,899,16677.654738,501,398,155,6541.23584034,12,158,16,588
eventPlugins/ResponderSyntheticEvent.js,1.0,1,11.1111111111,1,0.0720734090115,6.44444444444,18,8,1393.41924089,46,77.4121800494,29,17,26,216.220227034,12,9,5,28
eventPlugins/TouchHistoryMath.js,4.71428571429,13,29.5454545455,0,0.553740256866,46.5897435897,39,23,77395.8497481,279,4299.76943045,158,121,62,1661.2207706,5,44,14,118
__tests__/Transaction-test.js,4.0,1,25.0,0,0.0105664166715,1.5,6,3,47.5488750216,10,2.64160416787,6,4,9,31.6992500144,12,4,0,298
__tests__/ResponderEventPlugin-test.js,6.10526315789,14,7.90960451977,0,2.26882724199,37.2604166667,144,21,253612.345143,924,14089.5747302,511,413,165,6806.48172596,12,177,43,997
